Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S00774,19,54,42,85,3.2,1
S00775,19,61,80,48,5.8,1
S00776,18,81,92,93,9.9,1
S00777,19,56,85,93,8.7,1
S00778,22,63,41,65,1.9,0
S00779,20,100,97,70,7.4,1
S00780,18,68,60,63,4.1,1
S00781,19,40,58,47,1.1,0
S00782,18,62,51,63,4.6,1
S00783,18,58,59,48,3.1,1
S00784,20,73,86,80,8.4,1
S00785,22,75,68,48,4.0,1
S00786,18,92,85,79,8.4,1
S00787,19,42,58,41,1.0,0
S00788,21,72,52,68,3.8,1
S00789,18,78,64,55,3.2,1
S00790,18,81,62,66,3.1,1
S00791,20,85,57,71,1.6,0
S00792,22,52,60,81,2.7,0
S00793,21,100,59,43,6.0,1
S00794,19,61,49,55,3.6,1
S00795,21,63,44,65,4.8,1
S00796,19,71,75,73,4.4,1
S00797,22,80,94,63,8.9,1
S00798,19,90,95,72,9.1,1
S00799,20,58,74,72,5.4,1
S00800,20,64,41,67,4.0,1
S00801,20,71,45,64,2.0,0
S00802,20,88,90,91,9.6,1
S00803,21,57,56,61,1.5,0
S00804,22,70,61,67,3.7,1
S00805,19,77,68,66,3.7,1
S00806,19,49,65,74,3.9,1
S00807,20,66,60,34,2.5,0
S00808,20,79,75,99,8.0,1
S00809,18,60,68,33,2.1,0
S00810,22,87,71,63,6.7,1
S00811,21,46,42,57,2.1,0
S00812,19,46,46,66,1.6,0
S00813,18,67,83,48,9.2,1
S00814,18,55,70,61,2.7,0
S00815,19,97,83,91,8.4,1
S00816,21,72,71,85,5.9,1
S00817,18,43,41,50,1.7,0
S00818,18,84,97,82,9.6,1
S00819,22,48,54,56,3.2,1
S00820,21,74,83,78,8.7,1
S00821,18,64,75,48,2.5,0
S00822,21,73,90,72,8.7,1
S00823,19,66,35,61,1.1,0
S00824,20,72,52,73,5.6,1
S00825,18,82,80,86,7.9,1
S00826,22,85,74,87,9.4,1
S00827,19,95,94,93,9.2,1
S00828,21,91,84,92,8.4,1
S00829,19,89,88,63,9.0,1
S00830,18,67,52,52,2.8,0
S00831,21,62,82,62,3.6,1
S00832,20,70,94,64,3.6,1
S00833,19,64,63,59,4.4,1
S00834,18,68,71,79,4.5,1
S00835,22,71,74,96,5.9,1
S00836,21,55,55,63,2.4,0
S00837,19,72,69,78,7.2,1
S00838,19,65,47,71,2.5,0
S00839,20,78,51,43,3.8,1
S00840,20,84,76,72,5.5,1
S00841,22,70,77,92,8.2,1
S00842,22,94,52,71,7.7,1
S00843,18,74,81,61,6.8,1
S00844,18,66,58,58,2.4,0
S00845,22,65,88,72,5.9,1
S00846,22,59,60,47,1.8,0
S00847,21,71,50,93,4.4,1
S00848,20,54,43,63,4.7,1
S00849,18,62,46,43,1.4,0
S00850,20,77,56,63,3.5,1
S00851,20,87,99,96,9.6,1
S00852,22,100,88,86,9.6,1
S00853,21,65,78,73,4.2,1
S00854,19,64,39,46,1.4,0
S00855,21,38,70,79,2.6,0
S00856,21,92,75,74,4.5,1
S00857,20,100,66,98,9.5,1
S00858,21,56,72,64,2.3,0
S00859,18,62,82,90,7.9,1
S00860,20,61,61,49,2.0,0
S00861,18,75,80,80,9.8,1
S00862,19,72,81,84,4.4,1
S00863,20,86,69,99,8.0,1
S00864,19,57,74,53,4.1,1
S00865,20,88,85,78,6.6,1
S00866,22,69,49,56,2.7,0
S00867,21,69,79,52,2.3,0
S00868,22,88,90,88,9.4,1
S00869,19,73,94,98,9.3,1
S00870,21,96,69,89,9.0,1
S00871,20,74,99,71,6.6,1
S00872,21,69,69,87,8.3,1
S00873,18,70,66,53,1.6,0
S00874,21,87,54,71,4.0,1
S00875,18,65,57,82,3.8,1
S00876,21,98,85,51,6.7,1
S00877,18,68,77,76,4.2,1
S00878,19,55,44,42,2.3,0
S00879,22,69,87,89,6.4,1
S00880,20,100,94,73,8.3,1
S00881,21,60,56,53,4.4,1
S00882,22,66,75,68,2.2,0
S00883,20,56,44,66,2.8,0
S00884,20,58,54,51,3.1,1
S00885,18,75,69,50,3.7,1
S00886,19,73,67,74,6.8,1
S00887,19,72,78,60,6.4,1
S00888,22,91,81,65,7.3,1
S00889,19,83,64,68,4.3,1
S00890,21,90,92,70,8.4,1
S00891,19,55,57,67,2.8,0
S00892,22,66,72,88,5.2,1
S00893,19,84,95,79,8.2,1
S00894,21,64,68,63,2.6,0
S00895,18,48,65,83,2.0,0
S00896,22,93,73,69,9.0,1
S00897,18,67,71,81,4.1,1
S00898,18,62,69,90,7.2,1
S00899,18,46,39,66,1.2,0
S00900,20,74,77,93,7.2,1
S00901,20,64,54,69,3.8,1
S00902,18,75,63,50,1.5,0
S00903,22,78,84,88,6.5,1
S00904,21,54,41,77,3.2,1
S00905,21,70,58,81,4.5,1
S00906,19,53,39,58,1.7,0
S00907,22,62,53,51,2.3,0
S00908,20,71,69,67,3.7,1
S00909,18,69,53,70,1.8,0
S00910,19,87,80,96,9.2,1
S00911,21,71,67,51,1.1,0
S00912,20,81,45,75,5.4,1
S00913,20,51,70,44,2.1,0
S00914,18,87,58,77,3.8,1
S00915,21,90,86,75,9.3,1
S00916,22,52,53,70,2.5,0
S00917,20,100,100,72,9.7,1
S00918,18,82,47,75,2.9,0
S00919,22,80,80,83,7.7,1
S00920,21,69,79,63,5.9,1
S00921,20,84,68,92,9.0,1
S00922,22,81,63,66,6.0,1
S00923,22,86,71,81,5.8,1
S00924,22,67,50,59,2.8,0
S00925,20,61,50,40,2.5,0
S00926,20,100,83,72,9.2,1
S00927,19,63,72,61,4.0,1
S00928,21,78,62,83,4.3,1
S00929,18,78,93,90,7.8,1
S00930,22,70,54,85,4.0,1
S00931,19,87,75,100,9.6,1
S00932,18,80,100,72,7.6,1
S00933,19,72,68,72,6.4,1
S00934,20,99,71,78,8.9,1
S00935,22,48,35,49,1.4,0
S00936,18,56,74,41,3.3,1
S00937,18,92,66,70,5.2,1
S00938,18,72,58,47,3.0,1
S00939,18,57,79,79,7.7,1
S00940,18,82,98,100,9.3,1
S00941,19,51,66,63,4.8,1
S00942,22,57,91,69,4.1,1
S00943,20,57,90,97,9.7,1
S00944,20,69,81,73,5.0,1
S00945,20,60,80,74,5.4,1
S00946,20,67,65,62,4.2,1
S00947,19,71,80,81,9.2,1
S00948,21,75,77,62,6.1,1
S00949,22,77,87,90,7.9,1
S00950,18,98,77,60,8.3,1
S00951,21,81,67,78,4.1,1
S00952,20,77,82,52,4.9,1
S00953,21,81,100,94,8.6,1
S00954,22,87,75,63,4.3,1
S00955,18,67,100,66,8.1,1
S00956,18,74,81,92,9.5,1
S00957,22,76,83,86,6.6,1
S00958,22,100,95,74,7.7,1
S00959,20,81,73,89,8.2,1
S00960,18,83,79,55,8.6,1
S00961,21,54,86,52,4.6,1
S00962,19,65,44,73,1.5,0
S00963,19,78,53,65,4.6,1
S00964,22,86,95,55,7.1,1
S00965,20,64,83,61,5.1,1
S00966,19,74,85,68,7.7,1
S00967,18,54,65,65,4.2,1
S00968,22,78,71,71,6.7,1
S00969,21,50,62,64,2.7,0
S00970,22,69,98,78,7.7,1
S00971,21,69,75,89,5.9,1
S00972,22,56,84,67,2.8,0
S00973,22,59,53,70,3.6,1
S00974,22,85,80,93,7.7,1
S00975,21,72,66,66,5.3,1
S00976,21,59,48,47,2.9,0
S00977,22,91,87,100,9.7,1
S00978,19,70,84,80,7.4,1
S00979,20,89,94,87,9.6,1
S00980,20,71,92,61,4.8,1
S00981,20,56,75,63,5.3,1
S00982,21,96,99,94,9.1,1
S00983,21,64,73,84,5.7,1
S00984,19,81,98,87,7.4,1
S00985,20,75,88,73,3.3,1
S00986,20,79,75,76,5.0,1
S00987,22,59,46,61,2.1,0
S00988,21,58,54,60,2.9,0
S00989,20,63,55,70,1.0,0
S00990,19,62,59,52,1.4,0
S00991,19,83,97,91,9.8,1
S00992,20,55,67,54,3.2,1
S00993,21,57,77,69,7.0,1
S00994,19,86,77,79,8.6,1
S00995,22,73,78,63,6.0,1
S00996,19,71,78,70,2.4,0
S00997,18,84,91,62,7.6,1
S00998,18,89,81,76,6.4,1
S00999,21,73,91,80,7.6,1
S01000,20,93,77,58,7.9,1
S01001,21,84,84,81,9.8,1
S01002,21,83,66,77,6.2,1
S01003,21,52,64,71,4.1,1
S01004,21,80,72,73,6.8,1
S01005,22,37,68,66,1.6,0
S01006,22,84,81,83,9.1,1
S01007,19,63,48,60,2.1,0
S01008,18,61,86,69,4.0,1
S01009,21,73,78,92,8.3,1
S01010,19,84,77,66,6.4,1
S01011,18,67,72,62,4.5,1
S01012,20,66,58,63,5.3,1
S01013,22,85,98,78,8.7,1
S01014,18,93,72,83,4.1,1
S01015,20,97,100,90,8.8,1
S01016,18,69,48,45,1.8,0
S01017,22,86,83,73,8.0,1
S01018,22,86,85,87,8.6,1
S01019,19,36,62,50,2.6,0
S01020,21,63,53,60,4.9,1
S01021,18,55,60,77,2.5,0
S01022,18,61,63,71,7.4,1
S01023,20,62,76,84,5.8,1
S01024,22,57,53,91,6.7,1
S01025,18,61,39,53,2.8,0
S01026,22,70,69,51,2.9,0
S01027,18,67,48,54,1.4,0
S01028,19,70,54,53,3.9,1
S01029,21,64,87,74,6.0,1
S01030,18,65,88,80,8.7,1
S01031,22,60,87,81,7.0,1
S01032,19,57,67,86,4.9,1
S01033,18,80,100,95,9.6,1
S01034,20,78,73,84,7.5,1
S01035,21,77,100,61,9.4,1
S01036,18,76,71,77,5.7,1
S01037,19,61,44,84,3.3,1
S01038,20,56,60,21,1.5,0
S01039,19,91,83,87,7.5,1
S01040,19,47,45,57,2.1,0
S01041,20,69,53,55,3.7,1
S01042,19,73,72,82,5.8,1
S01043,20,71,77,94,6.1,1
S01044,18,84,48,84,6.4,1
S01045,20,69,70,56,2.5,0
S01046,20,58,61,56,4.4,1
S01047,21,75,61,77,6.6,1
S01048,20,92,99,96,9.7,1
S01049,20,77,79,74,7.5,1
S01050,18,93,100,81,9.3,1
S01051,21,84,86,100,7.9,1
S01052,22,94,74,87,6.3,1
S01053,18,45,58,75,2.7,0
S01054,18,77,83,59,7.0,1
S01055,22,67,71,67,6.6,1
S01056,20,82,66,75,6.4,1
S01057,19,55,77,59,5.4,1
S01058,21,77,71,92,5.8,1
S01059,19,60,65,83,4.0,1
S01060,22,65,84,66,5.7,1
S01061,18,47,59,83,2.8,0
S01062,18,78,83,81,8.2,1
S01063,21,72,53,93,2.7,0
S01064,18,57,60,60,1.8,0
S01065,18,76,72,76,4.9,1
S01066,21,94,87,93,6.9,1
S01067,21,72,62,84,4.9,1
S01068,22,58,58,70,3.5,1
S01069,18,79,82,71,6.0,1
S01070,18,61,68,73,4.1,1
S01071,22,83,78,75,9.4,1
S01072,20,72,100,86,9.3,1
S01073,20,81,52,58,5.5,1
S01074,20,62,73,45,4.0,1
S01075,22,82,66,79,7.6,1
S01076,18,45,74,72,1.3,0
S01077,22,76,53,82,5.3,1
S01078,22,58,77,65,4.0,1
S01079,20,86,86,100,9.3,1
S01080,19,63,49,49,1.1,0
S01081,18,82,75,50,6.0,1
S01082,20,81,87,53,7.7,1
S01083,19,54,61,57,5.4,1
S01084,19,87,47,68,1.8,0
S01085,21,100,96,79,9.8,1
S01086,18,80,53,77,5.7,1
S01087,19,68,69,95,6.5,1
S01088,20,61,94,50,3.1,1
S01089,21,66,60,77,5.4,1
S01090,18,82,81,76,4.9,1
S01091,22,59,49,48,1.7,0
S01092,20,50,62,75,2.0,0
S01093,19,79,91,78,8.5,1
S01094,19,74,74,59,3.2,1
S01095,20,77,58,87,2.8,0
S01096,19,87,93,78,5.5,1
S01097,21,89,75,91,7.9,1
S01098,18,54,57,74,1.6,0
S01099,21,42,77,66,6.2,1
S01100,19,61,44,74,2.1,0
S01101,22,55,50,51,1.3,0
S01102,18,57,56,51,1.5,0
S01103,18,85,79,78,8.5,1
S01104,20,45,84,52,2.1,0
S01105,20,61,45,67,1.4,0
S01106,22,76,82,72,4.9,1
S01107,18,91,94,76,8.6,1
S01108,22,73,62,72,3.4,1
S01109,20,75,59,65,4.8,1
S01110,20,51,45,53,1.4,0
S01111,18,69,63,70,5.0,1
S01112,21,76,54,79,6.2,1
S01113,19,75,63,78,6.1,1
S01114,20,76,48,62,4.0,1
S01115,20,72,79,75,3.8,1
S01116,21,79,63,56,2.0,0
S01117,21,89,75,59,4.3,1
S01118,22,58,62,41,1.9,0
S01119,22,43,83,91,7.9,1
S01120,19,100,100,86,9.7,1
S01121,19,83,82,88,9.7,1
S01122,18,77,86,95,8.8,1
S01123,22,72,83,69,6.4,1
S01124,20,75,64,61,7.3,1
S01125,22,71,97,65,3.6,1
S01126,20,61,76,79,6.7,1
S01127,21,60,71,67,5.1,1
S01128,22,75,84,88,5.3,1
S01129,21,87,91,49,7.8,1
S01130,19,70,63,78,3.5,1
S01131,19,58,66,75,3.9,1
S01132,18,77,71,90,9.3,1
S01133,22,51,48,17,1.5,0
S01134,21,74,76,86,5.4,1
S01135,20,100,92,72,9.2,1
S01136,19,56,89,69,6.5,1
S01137,19,71,71,71,5.9,1
S01138,20,49,46,68,3.2,1
S01139,21,50,77,74,4.1,1
S01140,21,94,100,93,8.7,1
S01141,22,79,83,83,6.0,1
S01142,22,77,70,75,5.6,1
S01143,18,67,67,64,1.9,0
S01144,19,50,90,43,1.1,0
S01145,22,84,90,77,9.7,1
S01146,21,89,52,78,4.4,1
S01147,20,73,68,84,6.4,1
S01148,21,64,62,67,1.7,0
S01149,19,78,60,71,7.1,1
S01150,21,69,89,96,9.4,1
S01151,18,54,78,60,6.2,1
S01152,19,53,74,72,2.1,0
S01153,20,85,88,71,6.2,1
S01154,18,89,91,100,7.9,1
S01155,19,78,44,50,4.7,1
S01156,20,76,96,100,8.9,1
S01157,18,93,84,71,6.8,1
S01158,18,77,89,79,9.1,1
S01159,19,79,57,77,6.6,1
S01160,22,59,49,51,2.2,0
S01161,18,63,51,64,3.8,1
S01162,18,75,38,53,2.8,0
S01163,20,80,87,76,9.2,1
S01164,21,68,72,85,7.8,1
S01165,19,79,100,66,7.1,1
S01166,19,61,62,56,3.7,1
S01167,22,95,74,45,2.7,0
S01168,22,88,63,73,7.8,1
S01169,19,67,64,86,5.3,1
S01170,22,51,62,52,3.0,1
S01171,20,57,65,66,6.5,1
S01172,19,45,49,59,1.4,0
S01173,22,67,62,61,3.9,1
S01174,19,85,67,97,5.2,1
S01175,21,70,78,58,2.3,0
S01176,18,92,94,91,9.9,1
S01177,19,58,65,73,2.9,0
S01178,18,61,63,71,2.2,0
S01179,22,56,66,65,2.8,0
S01180,18,99,80,78,7.9,1
S01181,19,67,65,93,4.8,1
S01182,21,74,75,72,6.1,1
S01183,22,33,66,51,1.2,0
S01184,19,53,66,49,1.3,0
S01185,22,78,66,49,5.0,1
S01186,20,73,91,91,8.3,1
S01187,18,78,84,55,9.0,1
S01188,20,65,56,58,1.8,0
S01189,19,58,67,70,5.8,1
S01190,21,97,85,100,9.2,1
S01191,22,63,82,46,4.5,1
S01192,18,80,85,71,8.5,1
S01193,22,48,59,58,2.2,0
S01194,19,91,72,83,9.4,1
S01195,22,100,77,73,7.8,1
S01196,18,96,85,84,9.5,1
S01197,19,70,69,62,7.1,1
S01198,22,79,66,71,4.3,1
S01199,21,84,83,57,9.4,1
S01200,19,78,64,64,3.5,1
S01201,19,74,66,59,4.0,1
S01202,21,50,68,90,7.3,1
S01203,20,72,77,100,7.9,1
S01204,18,97,88,81,9.4,1
S01205,20,63,73,78,2.8,0
S01206,22,73,85,77,8.2,1
S01207,21,74,73,67,7.6,1
S01208,20,37,59,79,1.6,0
S01209,19,67,86,74,4.5,1
S01210,22,86,73,64,3.5,1
S01211,22,73,70,73,3.7,1
S01212,20,100,97,90,9.8,1
S01213,20,86,92,75,6.8,1
S01214,21,90,91,62,7.5,1
S01215,18,100,95,83,9.8,1
S01216,20,71,78,75,4.4,1
S01217,20,81,71,79,8.2,1
S01218,19,80,52,80,4.9,1
S01219,22,100,87,87,8.8,1
S01220,18,56,60,51,2.6,0
S01221,19,81,82,69,9.5,1
S01222,21,63,70,61,3.0,1
S01223,21,74,44,59,3.9,1
S01224,20,89,75,83,7.8,1
S01225,20,54,62,59,4.5,1
S01226,21,95,57,67,6.5,1
S01227,20,64,85,82,5.0,1
S01228,18,78,65,81,7.7,1
S01229,20,53,55,54,3.1,1
S01230,22,83,64,57,1.5,0
S01231,20,67,71,81,3.7,1
S01232,19,63,58,74,5.3,1
S01233,18,69,66,68,2.5,0
S01234,19,74,69,58,4.2,1
S01235,19,67,93,80,4.6,1
S01236,22,64,59,85,1.5,0
S01237,18,67,72,64,6.2,1
S01238,18,81,76,69,9.0,1
S01239,18,39,50,63,2.4,0
S01240,18,62,66,85,6.4,1
S01241,18,96,92,75,7.0,1
S01242,22,86,68,56,4.8,1
S01243,20,80,85,76,7.3,1
S01244,19,85,84,76,4.7,1
S01245,18,70,45,66,5.5,1
S01246,20,52,67,63,1.1,0
S01247,20,79,79,91,7.2,1
S01248,19,77,82,79,7.0,1
S01249,22,53,44,56,1.3,0
S01250,21,79,58,77,4.3,1
S01251,21,91,95,76,9.8,1
S01252,20,76,94,57,4.8,1
S01253,19,82,82,68,5.5,1
S01254,21,91,100,78,9.2,1
S01255,20,70,77,69,7.5,1
S01256,22,61,67,96,6.2,1
S01257,21,84,74,100,8.2,1
S01258,20,83,80,79,8.8,1
S01259,20,71,47,71,5.1,1
S01260,18,71,62,68,5.3,1
S01261,22,94,61,81,4.5,1
S01262,18,75,87,100,9.7,1
S01263,19,59,80,56,7.3,1
S01264,18,60,59,64,1.7,0
S01265,18,81,85,67,8.8,1
S01266,21,74,64,92,5.3,1
S01267,20,62,33,63,1.6,0
S01268,22,86,66,63,5.9,1
S01269,18,54,57,66,4.8,1
S01270,22,80,91,80,8.9,1
S01271,18,65,70,68,2.8,0
S01272,19,91,94,94,8.4,1
S01273,18,96,82,59,6.0,1
S01274,21,66,53,79,1.5,0
S01275,20,88,83,100,9.7,1
S01276,19,63,63,61,5.6,1
S01277,18,59,47,65,3.6,1
S01278,22,65,81,91,5.2,1
S01279,19,91,83,97,8.7,1
S01280,19,67,50,61,3.7,1
S01281,18,48,50,71,2.7,0
S01282,19,54,48,96,2.2,0
S01283,22,74,64,66,3.7,1
S01284,19,86,93,72,8.0,1
S01285,22,76,66,72,5.2,1
S01286,18,66,36,65,3.0,1
S01287,20,76,56,54,2.5,0
S01288,19,68,63,71,4.0,1
S01289,20,84,85,70,9.5,1
S01290,22,57,58,58,4.1,1
S01291,19,92,92,96,9.9,1
S01292,21,47,71,50,5.4,1
S01293,20,59,59,72,2.6,0
S01294,19,84,90,59,9.0,1
S01295,20,57,65,49,5.1,1
S01296,19,70,74,72,7.4,1
S01297,18,98,100,90,9.9,1
S01298,20,58,60,73,1.5,0
S01299,21,59,65,59,1.9,0
S01300,21,83,93,75,7.5,1
S01301,22,65,68,71,3.5,1
S01302,19,73,70,51,2.7,0
S01303,20,57,37,59,1.4,0
S01304,22,40,55,42,1.2,0
S01305,20,98,80,81,8.0,1
S01306,19,63,76,58,2.2,0
S01307,21,65,80,61,5.2,1
S01308,18,63,68,77,6.5,1
S01309,21,74,73,71,4.9,1
S01310,22,54,55,70,1.2,0
S01311,18,98,87,61,8.1,1
S01312,22,51,41,55,1.1,0
S01313,19,73,85,71,7.9,1
S01314,18,95,83,94,9.0,1
S01315,22,79,72,78,4.9,1
S01316,19,75,64,78,5.8,1
S01317,21,78,64,62,5.3,1
S01318,19,68,80,78,4.5,1
S01319,20,88,74,65,9.0,1
S01320,19,98,75,63,9.0,1
S01321,19,72,64,51,4.0,1
S01322,20,74,67,74,6.5,1
S01323,22,100,77,93,9.3,1
S01324,22,65,90,50,9.7,1
S01325,19,93,55,87,5.6,1
S01326,20,53,58,71,5.1,1
S01327,20,58,85,45,3.5,1
S01328,21,88,93,87,9.6,1
S01329,22,58,49,73,2.3,0
S01330,18,85,79,81,6.2,1
S01331,22,53,69,77,3.5,1
S01332,22,67,74,48,3.5,1
S01333,21,63,66,63,4.6,1
S01334,18,93,100,76,10.0,1
S01335,21,55,32,78,1.5,0
S01336,18,76,62,81,6.2,1
S01337,19,51,57,92,1.7,0
S01338,18,54,62,55,2.4,0
S01339,21,73,59,61,5.0,1
S01340,22,82,74,70,5.6,1
S01341,18,57,55,80,3.3,1
S01342,18,57,61,61,3.8,1
S01343,20,63,67,60,1.8,0
S01344,22,64,74,66,3.7,1
S01345,19,97,78,86,9.7,1
S01346,21,79,76,77,9.5,1
S01347,19,48,60,64,4.0,1
S01348,22,69,73,71,6.1,1
S01349,18,79,79,84,9.2,1
S01350,18,54,64,67,1.1,0
S01351,22,77,87,100,8.3,1
S01352,18,95,92,75,9.5,1
S01353,18,54,42,54,1.8,0
S01354,18,62,71,51,2.5,0
S01355,21,90,57,88,9.6,1
S01356,21,75,82,66,5.8,1
S01357,20,54,63,59,1.1,0
S01358,19,68,57,77,3.3,1
S01359,22,62,83,39,5.0,1
S01360,22,93,78,83,7.2,1
S01361,22,78,81,73,7.6,1
S01362,20,77,94,93,10.0,1
S01363,21,66,98,54,3.6,1
S01364,20,65,87,87,5.8,1
S01365,22,80,80,83,5.8,1
S01366,19,91,58,75,4.7,1
S01367,18,52,60,70,2.5,0
S01368,21,93,80,77,9.8,1
S01369,21,67,94,75,8.7,1
S01370,20,77,73,80,5.5,1
S01371,21,67,63,65,6.4,1
S01372,22,56,61,80,3.0,1
S01373,22,63,63,69,5.9,1
S01374,20,87,80,84,7.3,1
S01375,22,82,62,97,5.6,1
S01376,19,90,90,78,9.9,1
S01377,20,67,84,76,6.5,1
S01378,19,83,65,80,4.3,1
S01379,18,74,77,91,7.9,1
S01380,19,38,61,57,2.5,0
S01381,18,73,75,62,4.5,1
S01382,18,55,53,64,4.1,1
S01383,19,79,71,87,4.9,1
S01384,20,78,96,77,8.0,1
S01385,22,78,77,72,5.4,1
S01386,22,96,83,75,8.1,1
S01387,18,63,81,82,6.2,1
S01388,18,61,70,68,4.1,1
S01389,20,82,91,69,8.3,1
S01390,21,78,39,51,3.1,1
S01391,19,55,44,39,3.0,0
S01392,18,66,82,61,5.5,1
S01393,22,68,45,73,3.3,1
S01394,20,49,57,72,1.1,0
S01395,19,79,73,84,6.8,1
S01396,20,57,61,78,5.6,1
S01397,19,92,73,68,5.0,1
S01398,19,75,91,95,9.7,1
S01399,18,71,97,77,6.1,1
S01400,20,85,78,100,8.8,1
S01401,20,78,74,59,2.3,0
S01402,22,61,77,89,6.1,1
S01403,22,100,78,93,8.8,1
S01404,18,82,83,83,6.2,1
S01405,18,84,86,54,7.5,1
S01406,21,57,66,78,4.3,1
S01407,22,63,58,57,1.8,0
S01408,19,63,63,65,5.1,1
S01409,20,81,58,50,4.6,1
S01410,18,75,93,83,8.8,1
S01411,20,62,59,64,3.2,1
S01412,20,83,88,70,9.7,1
S01413,21,79,91,68,9.6,1
S01414,22,70,64,69,3.2,1
S01415,18,72,49,77,4.1,1
S01416,20,98,100,86,9.1,1
S01417,18,71,90,100,9.7,1
S01418,19,81,67,68,5.0,1
S01419,21,91,69,65,3.9,1
S01420,19,68,75,61,5.7,1
S01421,18,98,87,58,7.2,1
S01422,18,61,69,87,3.5,1
S01423,22,67,88,92,7.6,1
S01424,20,53,69,41,1.5,0
S01425,20,66,64,59,1.4,0
S01426,19,60,65,67,4.5,1
S01427,21,61,53,63,4.2,1
S01428,20,71,82,60,3.8,1
S01429,22,72,68,75,5.4,1
S01430,19,71,59,75,3.9,1
S01431,19,63,40,66,2.7,0
S01432,22,70,68,64,3.8,1
S01433,21,85,91,84,9.8,1
S01434,22,71,51,80,4.7,1
S01435,21,61,74,75,5.0,1
S01436,22,88,69,75,6.2,1
S01437,22,83,100,86,9.9,1
S01438,18,74,55,67,3.2,1
S01439,19,76,73,71,7.1,1
S01440,22,82,69,88,7.4,1
S01441,22,71,89,62,6.5,1
S01442,20,47,51,53,1.8,0
S01443,19,61,70,84,7.1,1
S01444,20,46,62,44,1.6,0
S01445,19,72,60,56,6.4,1
S01446,20,83,87,80,7.7,1
S01447,22,72,80,42,2.9,0
S01448,22,80,90,67,8.6,1
S01449,18,46,60,66,1.3,0
S01450,20,70,94,80,8.6,1
S01451,21,75,88,85,5.1,1
S01452,18,76,74,48,3.0,1
S01453,20,71,62,59,2.2,0
S01454,20,95,98,90,9.6,1
S01455,18,63,45,44,1.7,0
S01456,22,78,68,74,2.8,0
S01457,20,70,54,72,4.1,1
S01458,22,83,72,56,6.6,1
S01459,18,70,39,72,5.9,1
S01460,22,45,61,64,2.1,0
S01461,19,58,56,58,3.6,1
S01462,21,62,73,45,3.1,1
S01463,20,62,64,65,2.9,0
S01464,21,88,80,95,4.7,1
S01465,22,80,67,73,7.3,1
S01466,20,74,72,81,3.0,1
S01467,22,63,89,58,4.3,1
S01468,19,65,75,70,4.5,1
S01469,18,76,98,96,9.8,1
S01470,20,81,90,85,9.6,1
S01471,19,88,77,77,8.2,1
S01472,19,63,70,72,3.2,1
S01473,20,66,38,80,1.6,0
S01474,22,67,60,69,3.9,1
S01475,19,60,43,58,3.4,1
S01476,21,94,64,69,5.6,1
S01477,19,81,89,100,8.0,1
S01478,22,96,90,84,8.7,1
S01479,22,80,85,75,8.6,1
S01480,21,74,68,53,4.2,1
S01481,19,88,57,55,7.2,1
S01482,22,67,60,70,3.8,1
S01483,20,32,47,65,1.5,0
S01484,18,79,71,73,7.3,1
S01485,18,67,59,56,1.1,0
S01486,18,74,58,54,4.7,1
S01487,19,70,58,68,4.0,1
S01488,21,62,55,83,7.2,1
S01489,22,74,78,73,7.9,1
S01490,20,69,52,85,3.7,1
S01491,20,87,84,71,8.3,1
S01492,19,77,53,68,3.6,1
S01493,18,69,70,80,5.0,1
S01494,19,84,78,77,7.5,1
S01495,21,79,97,75,7.2,1
S01496,21,80,95,70,9.9,1
S01497,22,39,40,79,3.0,1
S01498,22,82,63,74,7.0,1
S01499,21,78,76,81,6.5,1
S01500,21,81,76,92,9.2,1
S01501,21,43,25,53,2.4,0
S01502,19,87,96,77,7.8,1
S01503,21,72,82,89,6.1,1
S01504,20,70,68,51,3.5,1
S01505,18,90,64,96,5.3,1
S01506,21,45,70,57,4.0,1
S01507,18,68,66,60,6.2,1
S01508,19,84,88,85,9.0,1
S01509,18,89,63,100,6.1,1
S01510,19,60,93,53,6.7,1
S01511,20,92,55,70,5.7,1
S01512,19,57,68,63,1.5,0
S01513,19,61,61,63,3.1,1
S01514,22,70,65,75,5.4,1
S01515,21,61,66,57,3.8,1
S01516,21,71,67,54,2.6,0
S01517,20,61,86,69,5.5,1
S01518,20,69,68,52,3.9,1
S01519,21,59,52,63,3.3,1
S01520,22,63,70,66,5.2,1
S01521,21,85,77,54,2.2,0
S01522,22,91,100,88,9.3,1
S01523,20,91,95,61,8.8,1
S01524,18,91,88,75,7.4,1
S01525,20,44,64,87,2.0,0
S01526,20,100,94,67,8.0,1
S01527,19,58,78,96,8.3,1
S01528,19,74,66,80,7.9,1
S01529,19,53,57,52,2.0,0
S01530,19,83,68,60,6.8,1
S01531,22,86,72,83,8.5,1
S01532,21,73,66,91,6.2,1
S01533,18,77,100,71,6.8,1
S01534,20,61,71,69,5.1,1
S01535,22,58,76,84,5.8,1
S01536,18,62,40,61,1.3,0
S01537,22,84,56,57,6.8,1
S01538,22,73,46,59,1.7,0
S01539,20,62,84,87,4.9,1
S01540,21,71,67,64,3.6,1
S01541,19,71,79,40,5.9,1
S01542,21,71,65,64,2.2,0
S01543,20,89,72,75,7.2,1
S01544,20,85,98,59,8.2,1
S01545,20,57,52,41,2.5,0
S01546,18,67,71,70,1.9,0
S01547,21,66,63,51,2.3,0
S01548,21,79,66,72,8.9,1
